rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__learning_rate,params,split0_test_score,split0_train_score
1,1.0,0.0,1.0,0.0,0.017983198165893555,0.0,0.001996278762817383,0.0,0.001,{'model__learning_rate': 0.001},1.0,1.0
1,1.0,0.0,1.0,0.0,0.017951250076293945,0.0,0.0020275115966796875,0.0,0.01,{'model__learning_rate': 0.01},1.0,1.0
1,1.0,0.0,1.0,0.0,0.01698613166809082,0.0,0.0029926300048828125,0.0,0.1,{'model__learning_rate': 0.1},1.0,1.0
1,1.0,0.0,1.0,0.0,0.017997264862060547,0.0,0.0019805431365966797,0.0,1,{'model__learning_rate': 1},1.0,1.0
1,1.0,0.0,1.0,0.0,0.01695108413696289,0.0,0.0019979476928710938,0.0,10,{'model__learning_rate': 10},1.0,1.0
